,data_iniSE,casos_est,casos,nivel,pop,receptivo,transmissao,umidmed,tempmed,casprov,city
32,2015-08,0.0,0.0,1.0,58858.0,0.0,0.0,77.71856562857143,19.903550628571416,,Parobé
33,2015-09,0.0,0.0,1.0,58858.0,0.0,0.0,82.97714689285712,17.687134309523824,,Parobé
34,2015-10,0.0,0.0,1.0,58858.0,0.0,0.0,82.57717328571428,19.440809999999974,,Parobé
35,2015-11,0.0,0.0,1.0,58858.0,0.0,0.0,78.94803207619046,21.7846760345238,,Parobé
36,2015-12,0.25,0.25,1.0,58858.0,0.25,0.0,90.22579016666668,22.117628738095224,,Parobé
37,2016-01,0.2,0.2,1.0,58858.0,0.2,0.0,86.98551931428571,23.03797225714286,,Parobé
38,2016-02,0.5,0.5,1.0,58858.0,0.5,0.0,87.70058449999998,23.358103714285726,,Parobé
39,2016-03,0.75,0.75,1.0,58858.0,0.5,0.0,88.75995285714285,20.599098392857172,,Parobé
40,2016-04,0.0,0.0,1.0,58858.0,0.0,0.0,84.87506233333333,19.533197006349198,,Parobé
41,2016-05,0.2,0.2,1.0,58858.0,0.0,0.0,89.81690757142857,12.464369757142858,,Parobé
42,2016-06,0.0,0.0,1.0,58858.0,0.0,0.0,90.74206338095237,8.855998086309535,,Parobé
43,2016-07,0.0,0.0,1.0,58858.0,0.0,0.0,87.6714822857143,11.953545728571434,,Parobé
44,2016-08,0.0,0.0,1.0,58858.0,0.0,0.0,87.62628714285714,13.28736426785715,,Parobé
45,2016-09,0.0,0.0,1.0,58858.0,0.0,0.0,84.33766333333332,13.617226934523824,,Parobé
46,2016-10,0.0,0.0,1.0,58858.0,0.0,0.0,84.17397925714288,17.173116971428563,,Parobé
47,2016-11,0.25,0.25,1.0,58858.0,0.0,0.0,80.38911265476193,18.64189211309525,,Parobé
48,2016-12,0.0,0.0,1.0,58858.0,0.0,0.0,79.70171100119049,22.462463728571425,,Parobé
49,2017-01,0.0,0.0,1.0,58858.0,0.0,0.0,81.07050480000001,23.805268485714283,,Parobé
50,2017-02,0.0,0.0,1.0,58858.0,0.0,0.0,84.67978767857142,23.752664785714273,,Parobé
51,2017-03,0.0,0.0,1.0,58858.0,0.0,0.0,89.07058333333333,19.6888700357143,,Parobé
52,2017-04,0.0,0.0,1.0,58858.0,0.0,0.0,88.64889485714286,17.45500888571428,,Parobé
53,2017-05,0.0,0.0,1.0,58858.0,0.0,0.0,93.24398921428573,16.196350785714273,,Parobé
54,2017-06,0.0,0.0,1.0,58858.0,0.0,0.0,92.89495785714286,12.736694642857147,,Parobé
55,2017-07,0.0,0.0,1.0,58858.0,0.0,0.0,91.99523805714284,11.466666685714287,,Parobé
56,2017-08,0.0,0.0,1.0,58858.0,0.0,0.0,92.19642857142858,13.309523785714276,,Parobé
57,2017-09,0.0,0.0,1.0,58858.0,0.0,0.0,86.5176468,17.9235294,,Parobé
58,2017-10,0.0,0.0,1.0,58858.0,0.0,0.0,,,,Parobé
59,2017-11,0.0,0.0,1.0,58858.0,0.0,0.0,72.241335,23.631579,,Parobé
60,2017-12,0.0,0.0,1.0,58858.0,0.0,0.0,88.57407517142858,21.1844527142857,,Parobé
61,2018-01,0.0,0.0,1.0,58858.0,0.0,0.0,87.8734377142857,21.70993110714285,,Parobé
62,2018-02,0.5,0.5,1.0,58858.0,0.25,0.0,86.69146835714285,21.621271928571424,,Parobé
63,2018-03,0.25,0.25,1.0,58858.0,0.25,0.0,89.87092139285716,20.092857178571425,,Parobé
64,2018-04,0.2,0.2,1.0,58858.0,0.2,0.0,90.14939902857142,20.948084485714304,,Parobé
65,2018-05,0.0,0.0,1.0,58858.0,0.0,0.0,87.40797621428574,15.349498624999992,,Parobé
66,2018-06,0.0,0.0,1.0,58858.0,0.0,0.0,92.22407232142858,10.769557839285735,,Parobé
67,2018-07,0.0,0.0,1.0,58858.0,0.0,0.0,87.95891328571432,13.826745428571419,,Parobé
68,2018-08,0.0,0.0,1.0,58858.0,0.0,0.0,88.78363492857142,12.177067732142874,,Parobé
69,2018-09,0.0,0.0,1.0,58858.0,0.0,0.0,89.8022932,17.07412445714284,,Parobé
70,2018-10,0.0,0.0,1.0,58858.0,0.0,0.0,82.10488275,19.444920285714275,,Parobé
71,2018-11,0.0,0.0,1.0,58858.0,0.0,0.0,89.21539957142858,19.114370749999974,,Parobé
72,2018-12,0.0,0.0,1.0,58858.0,0.0,0.0,78.54186171428569,23.31671314285716,,Parobé
73,2019-01,0.0,0.0,1.0,58858.0,0.0,0.0,78.66913321428572,26.451378571428577,,Parobé
74,2019-02,0.25,0.25,1.0,58858.0,0.25,0.0,85.74788271428571,21.91622807142855,,Parobé
75,2019-03,0.0,0.0,1.0,58858.0,0.0,0.0,90.8262382,20.11891157142858,,Parobé
76,2019-04,0.25,0.25,1.0,58858.0,0.0,0.0,94.06800471428569,19.0269735357143,,Parobé
77,2019-05,0.5,0.5,1.0,58858.0,0.0,0.0,96.03149875,17.2328007857143,,Parobé
78,2019-06,0.0,0.0,1.0,58858.0,0.0,0.0,92.66306757142857,14.04125311428572,,Parobé
79,2019-07,0.0,0.0,1.0,58858.0,0.0,0.0,95.15315110714286,11.415376953571412,,Parobé
80,2019-08,0.0,0.0,1.0,58858.0,0.0,0.0,90.9606036785714,12.359523803571426,,Parobé
81,2019-09,0.0,0.0,1.0,58858.0,0.0,0.0,92.26120511428572,14.81142862857142,,Parobé
82,2019-10,0.0,0.0,1.0,58858.0,0.0,0.0,91.53821757142856,18.3618623214286,,Parobé
83,2019-11,0.0,0.0,1.0,58858.0,0.0,0.0,90.15849767857142,19.491751750000024,,Parobé
84,2019-12,0.0,0.0,1.0,58858.0,0.0,0.0,80.82220634761907,21.585563857142862,,Parobé
85,2020-01,0.0,0.0,1.0,58858.0,0.0,0.0,69.53600717857142,26.2329339642857,,Parobé
86,2020-02,0.0,0.0,1.0,58858.0,0.0,0.0,79.42937335714285,22.376553000000026,,Parobé
87,2020-03,0.0,0.0,1.0,58858.0,0.0,0.0,72.75490508571428,23.813064542857138,,Parobé
88,2020-04,0.0,0.0,1.0,58858.0,0.0,0.0,69.05356992857145,20.369909250000024,,Parobé
89,2020-05,0.0,0.0,1.0,58858.0,0.0,0.0,75.68256602857142,16.55201631428572,,Parobé
90,2020-06,0.0,0.0,1.0,58858.0,0.0,0.0,80.85473107142857,15.73087617857145,,Parobé
91,2020-07,0.0,0.0,1.0,58858.0,0.0,0.0,78.89812067857143,14.475870392857125,,Parobé
92,2020-08,0.2,0.2,1.0,58858.0,0.0,0.0,77.03365311428571,16.12616194285714,,Parobé
93,2020-09,0.0,0.0,1.0,58858.0,0.0,0.0,81.33677057142857,17.965418071428576,,Parobé
94,2020-10,0.0,0.0,1.0,58858.0,0.0,0.0,74.4481455,20.248942303571447,,Parobé
95,2020-11,0.0,0.0,1.0,58858.0,0.0,0.0,70.40511716071428,22.241240273809524,,Parobé
96,2020-12,0.0,0.0,1.0,58858.0,0.0,0.0,,,,Parobé
97,2021-01,0.0,0.0,1.0,58858.0,0.0,0.0,79.8155996875,24.934260125,,Parobé
98,2021-02,0.0,0.0,1.0,58858.0,0.0,0.0,74.360862,24.635672500000002,,Parobé
99,2021-03,0.0,0.0,1.0,58858.0,0.0,0.0,84.4765099375,23.0810124375,,Parobé
100,2021-04,0.0,0.0,1.0,58858.0,0.0,0.0,78.86663333333334,21.781237750000003,,Parobé
101,2021-05,0.0,0.0,1.0,58858.0,0.0,0.0,77.46519,8.5454545,,Parobé
102,2021-06,0.0,0.0,1.0,58858.0,0.0,0.0,86.1196553452381,13.548103029761874,,Parobé
103,2021-07,0.0,0.0,1.0,58858.0,0.0,0.0,78.99482889285716,13.637947453571424,,Parobé
104,2021-08,0.0,0.0,1.0,58858.0,0.0,0.0,81.14851840000003,17.260340371428576,,Parobé
105,2021-09,0.0,0.0,1.0,58858.0,0.0,0.0,78.85299892857145,18.63229014285715,,Parobé
106,2021-10,0.0,0.0,1.0,58858.0,0.0,0.0,72.50067381785712,22.172703930952373,,Parobé
107,2021-11,0.0,0.0,1.0,58858.0,0.0,0.0,67.46012139285715,22.387756321428576,,Parobé
108,2021-12,0.0,0.0,1.0,58858.0,0.0,0.0,70.1941993214286,24.6935782142857,,Parobé
109,2022-01,0.0,0.0,1.0,58858.0,0.0,0.0,73.16028262857142,26.79517960000002,,Parobé
110,2022-02,8.75,8.75,1.0,58858.0,0.5,0.25,72.85553614285716,25.32948564285715,,Parobé
111,2022-03,267.0,267.0,4.0,58858.0,0.5,1.0,78.91731414285715,22.004021642857147,,Parobé
112,2022-04,565.0,565.0,4.0,58858.0,0.25,0.75,82.05869996428572,20.07550117857142,,Parobé
113,2022-05,268.0,268.0,4.0,58858.0,0.0,0.0,86.81066205714285,15.17329362857144,,Parobé
114,2022-06,30.75,30.75,4.0,58858.0,0.0,0.0,86.41365275,13.484719571428574,,Parobé
115,2022-07,9.0,9.0,2.8,58858.0,0.0,0.0,86.83658637142855,15.925604342857122,,Parobé
116,2022-08,0.25,0.25,1.0,58858.0,0.0,0.0,78.95135164285715,14.896626892857151,,Parobé
117,2022-09,0.0,0.0,1.0,58858.0,0.0,0.0,77.99207100000002,16.47619482142855,,Parobé
118,2022-10,0.0,0.0,1.0,58858.0,0.0,0.0,72.54812191428572,18.984406228571437,,Parobé
119,2022-11,0.0,0.0,1.0,58858.0,0.0,0.0,75.42092042857145,21.93035707142855,,Parobé
120,2022-12,0.0,0.0,1.0,58858.0,0.0,0.0,75.21163719642857,23.252775196428573,,Parobé
121,2023-01,2.2,2.2,1.2,58858.0,0.6,0.2,74.74490637142858,25.276691685714276,,Parobé
122,2023-02,1.5,1.5,1.0,54095.0,0.75,0.0,80.41826944883712,23.294514119450803,,Parobé
123,2023-03,11.75,11.75,2.25,54095.0,1.0,0.75,82.76153022554348,23.840023011775376,,Parobé
124,2023-04,66.4,66.4,4.0,54095.0,0.4,0.8,77.21625783104396,20.63327066153846,,Parobé
125,2023-05,63.0,63.0,4.0,54095.0,0.0,0.25,86.54485780334667,16.52558361773455,,Parobé
126,2023-06,20.0,20.0,4.0,54095.0,0.0,0.0,83.84145,14.785907142857123,7.25,Parobé
127,2023-07,5.8,5.8,1.0,54095.0,0.0,0.0,85.28777714285715,14.77211142857144,0.2,Parobé
128,2023-08,1.75,1.75,1.0,54095.0,0.0,0.0,77.75879285714288,15.19359642857145,0.25,Parobé
129,2023-09,0.25,0.25,1.0,54095.0,0.0,0.0,86.32452499999998,17.66737857142855,0.25,Parobé
130,2023-10,2.2,2.2,1.0,54095.0,0.0,0.2,84.54384285714286,17.49874857142856,0.0,Parobé
131,2023-11,2.25,2.25,1.0,54095.0,0.25,0.0,81.72383928571428,20.889289285714298,0.5,Parobé
132,2023-12,1.4,1.4,1.0,54095.0,0.4,0.2,80.11271476190477,22.57698714285714,0.6,Parobé
